"bugID","appName","matchedStates","rankedPredictedStatesS2R"
"2","familyfinance","[-560313656]","[]"
"2","familyfinance","[-560313656]","[-202690905]"
"2","familyfinance","[-560313656]","[-202690905]"
"2","familyfinance","[-560313656]","[-202690905, -560313656]"
