"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"SR";"1";"user";"";"click";;"on";"OK";"ImperativeSequencePP";"Click on OK";"1.2";""
"1";"SR";"2";"user";"";"click";;"on";""..." (More Options...)";"ImperativeSequencePP";"Click on "..." (More Options...)";"1.3";""
"1";"SR";"3";"user";"";"click";;"on";""Add Task"";"ImperativeSequencePP";"Click on Add Task";"1.4";""
"1";"SR";"4";"user";"";"insert";"text "testtask"";;;"ImperativeSequencePP";"Insert text "testtask"";"1.5";""
"1";"SR";"5";"user";"";"click";;"on";""Add Task"";"ImperativeSequencePP";"Click on Add Task";"1.6";""
"1";"SR";"6";"user";"";"long click";;"on";"Element";"ImperativeSequencePP";"Long Click on Element in List";"1.7";""
"1";"SR";"7";"user";"";"click";;"on";"Edit Task";"ImperativeSequencePP";"Click on Edit Task";"1.8";""
"1";"OB";"8";"dialog";"";"disappear";;;;"NegativeVerbPP";"The dialog on screen disappears.";"1.10";""
