"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"SR";"3";"user";"";"open";"Time Tracker";;;"ImperativeSequencePP";"Open Time Tracker";"1.1";""
"1";"SR";"4";"user";"";"tap";"Menu";;;"ImperativeSequencePP";"Tap Menu";"1.2";""
"1";"SR";"5";"user";"";"tap";"more option";;;"ImperativeSequencePP";"Tap more option select any option that results in "Success" dialog";"1.3";""
"1";"SR";"6";"user";"";"select";""Export view to csv"";;;"ImperativeSequencePP";"For example: Select "Export view to csv" success dialog is shown with text "Successfully exported csv to memory card as timetracker.db"";"1.4";""
"1";"OB";"7";"app";"";"show";"Select "Export view to csv" success dialog";"for";"example";"OutputVerbPP";"For example: Select "Export view to csv" success dialog is shown with text "Successfully exported csv to memory card as timetracker.db"";"1.4";""
"1";"OB";"8";"app";"";"show";"Select "Export view to csv" success dialog";"for";"example";"PassiveVoicePP";"For example: Select "Export view to csv" success dialog is shown with text "Successfully exported csv to memory card as timetracker.db"";"1.4";""
"1";"SR";"9";"user";"";"tap";"ok";"to";"close";"ImperativeSequencePP";"Tap ok to close success dialog";"1.5";""
"1";"SR";"10";"user";"";"change";"device orientation";"as";"landscape";"ImperativeSequencePP";"Now change device orientation as landscape";"1.6";""
"1";"SR";"11";"user";"";"select";""Export view to csv"";;;"ImperativeSequencePP";"Now again Select "Export view to csv"";"1.7";""
