"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"SR";"4";"user";"";"click";"menu";;;"ActionsSeparatorPP";"Action sequence: (Dictionary already loaded) Start app -> MENU -> Click on Dictionaries -> Long click on any dictionary -> change orientation when dictionary is being verified i.e popup window is still visible";"1.2";""
"1";"SR";"5";"user";"";"click";;"on";"Dictionaries";"ActionsSeparatorPP";"Action sequence: (Dictionary already loaded) Start app -> MENU -> Click on Dictionaries -> Long click on any dictionary -> change orientation when dictionary is being verified i.e popup window is still visible";"1.2";""
"1";"SR";"6";"user";"";"long click";;"on";"dictionary";"ActionsSeparatorPP";"Action sequence: (Dictionary already loaded) Start app -> MENU -> Click on Dictionaries -> Long click on any dictionary -> change orientation when dictionary is being verified i.e popup window is still visible";"1.2";""
"1";"SR";"7";"user";"";"change";"orientation";;;"ActionsSeparatorPP";"Action sequence: (Dictionary already loaded) Start app -> MENU -> Click on Dictionaries -> Long click on any dictionary -> change orientation when dictionary is being verified i.e popup window is still visible";"1.2";""
"1";"SR";"3";"user";"";"verify";"dictionary";;;"ConditionalObsBehaviorPP";"Action sequence: (Dictionary already loaded) Start app -> MENU -> Click on Dictionaries -> Long click on any dictionary -> change orientation when dictionary is being verified i.e popup window is still visible";"1.2";""
