"scenario";"sntc_type";"sequence";"subject";"negation";"action";"object";"preposition";"object2";"parsing_class";"original_stnc";"sntc_id";"trace"
"1";"OB";"3";"Fuel economy stats";"not";"calculate";;;;"ConditionalPositivePP";"Fuel economy stats not calculated when all fillups was "not to the top"";"0";""
"1";"OB";"4";"Fuel economy stats";"not";"calculate";;;;"NegativeConditionalPP";"Fuel economy stats not calculated when all fillups was "not to the top"";"0";""
"1";"SR";"5";"user";"";"enter";"few fillups";;;"ImperativeSequencePP";"enter few fillups, each mark as partial";"1.3";""
"1";"SR";"6";"user";"";"go";;"to";"stats";"ImperativeSequencePP";"go to stats";"1.4";""
