config,num_bugs,num_retr,perc_retr,avg_rank,mrr,map,h1,h3,h5,h7,h10
MANUAL_EL-ORIGINAL_BR-PHRASES_SBERT_BURT,35.0,8.0,0.22857142857142856,2.75,0.12476190476190478,0.12476190476190478,0.08571428571428572,0.14285714285714285,0.22857142857142856,0.22857142857142856,0.22857142857142856
