Count of bug_id;Average of first_rank;Average of recip_rank;Average of avg_precision;Average of h@1;Average of h@2;Average of h@3;Average of h@4;Average of h@5
36;1.138888889;0.275925926;0.254320988;0.166666667;0.277777778;0.388888889;0.388888889;0.472222222
